epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
104,1474.93,1.12896,0.60554,0.86596,0.82246,0.73717,0.78907,0.45174,1.30018,0.74794,0.92162,0.000738913,0.000738913,0.000738913
105,1490.58,1.10927,0.59925,0.86477,0.82627,0.72824,0.79014,0.45446,1.30244,0.75212,0.91789,0.000734332,0.000734332,0.000734332
106,1504,1.10767,0.59932,0.86954,0.84542,0.71429,0.78807,0.45784,1.28073,0.74678,0.90837,0.000729725,0.000729725,0.000729725
107,1517.48,1.09131,0.5864,0.86076,0.84009,0.71317,0.77532,0.45554,1.27716,0.73651,0.91656,0.000725094,0.000725094,0.000725094
108,1531.27,1.12533,0.59463,0.8688,0.82293,0.71902,0.7753,0.44177,1.3322,0.78642,0.92415,0.000720439,0.000720439,0.000720439
109,1544.84,1.09634,0.57735,0.85798,0.85247,0.71744,0.79381,0.45644,1.30308,0.75336,0.92215,0.000715761,0.000715761,0.000715761
110,1558.15,1.10264,0.58401,0.86702,0.83954,0.72455,0.78364,0.45249,1.29311,0.76598,0.91791,0.000711059,0.000711059,0.000711059
111,1571.54,1.10084,0.58739,0.86775,0.81655,0.72218,0.76909,0.44286,1.31169,0.77008,0.93457,0.000706335,0.000706335,0.000706335
112,1585.58,1.09731,0.58065,0.86392,0.83211,0.72366,0.78104,0.45175,1.29521,0.74622,0.91477,0.000701588,0.000701588,0.000701588
113,1598.95,1.08756,0.58123,0.86747,0.83952,0.73954,0.78606,0.45416,1.29362,0.76027,0.91331,0.00069682,0.00069682,0.00069682
114,1612.4,1.07972,0.57208,0.86407,0.8218,0.73481,0.77534,0.45361,1.26916,0.74326,0.91596,0.000692031,0.000692031,0.000692031
115,1625.7,1.0853,0.58329,0.859,0.83625,0.73165,0.78069,0.45658,1.27174,0.7521,0.91813,0.000687222,0.000687222,0.000687222
116,1638.76,1.05694,0.57189,0.85326,0.82379,0.74349,0.78713,0.45357,1.29421,0.72294,0.91591,0.000682392,0.000682392,0.000682392
117,1651.9,1.07369,0.57469,0.85998,0.83452,0.70955,0.78543,0.45822,1.28778,0.74907,0.91902,0.000677543,0.000677543,0.000677543
118,1667.22,1.0632,0.56944,0.85882,0.84008,0.72928,0.79318,0.4559,1.29832,0.72293,0.92464,0.000672675,0.000672675,0.000672675
119,1680.71,1.05942,0.56987,0.86341,0.83257,0.74571,0.79493,0.46002,1.28769,0.74319,0.9151,0.000667789,0.000667789,0.000667789
120,1694.52,1.07804,0.56723,0.85926,0.82916,0.73481,0.79073,0.45721,1.30272,0.73397,0.91885,0.000662885,0.000662885,0.000662885
121,1707.89,1.0674,0.56461,0.85704,0.84612,0.71507,0.77468,0.45216,1.29378,0.76047,0.92014,0.000657963,0.000657963,0.000657963
122,1724.29,1.05135,0.55799,0.84997,0.83257,0.73002,0.78393,0.45411,1.28735,0.7773,0.92531,0.000653025,0.000653025,0.000653025
123,1737.68,1.06515,0.5647,0.85731,0.81432,0.72689,0.78117,0.45473,1.29129,0.74737,0.92349,0.000648071,0.000648071,0.000648071
124,1751.05,1.04012,0.55491,0.8504,0.82841,0.72401,0.78591,0.45246,1.27717,0.74459,0.91648,0.000643101,0.000643101,0.000643101
125,1766.94,1.06249,0.55947,0.85678,0.85158,0.70403,0.77509,0.45159,1.28853,0.75436,0.9166,0.000638115,0.000638115,0.000638115
126,1780.25,1.0413,0.55477,0.85402,0.85338,0.71664,0.78786,0.45398,1.30768,0.73815,0.92537,0.000633115,0.000633115,0.000633115
127,1793.73,1.06308,0.56044,0.8536,0.84938,0.72139,0.79099,0.45856,1.30105,0.74563,0.9278,0.000628101,0.000628101,0.000628101
