epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,343.603,1.35724,0.82309,0.92763,0.77694,0.63062,0.68976,0.37236,1.43155,0.98038,0.95988,0.000333181,0.000333181,0.00700137
2,644.194,1.35342,0.77092,0.92671,0.79265,0.67586,0.74065,0.39738,1.42175,0.90424,0.949,0.000666496,0.000666496,0.00400135
3,934.668,1.30623,0.7255,0.91171,0.77504,0.67403,0.72473,0.40048,1.42335,0.84348,0.96234,0.000999739,0.000999739,0.00100126
4,1221.64,1.25938,0.6784,0.89859,0.80511,0.73038,0.78441,0.44146,1.31826,0.77653,0.91609,0.000999756,0.000999756,0.000999756
5,1507.25,1.21166,0.63771,0.88796,0.83424,0.6914,0.76994,0.43477,1.31763,0.77308,0.91592,0.000999566,0.000999566,0.000999566
6,1793.77,1.16544,0.60265,0.87618,0.80895,0.73521,0.78953,0.44705,1.31604,0.77016,0.91355,0.000999322,0.000999322,0.000999322
7,2080.98,1.13608,0.57841,0.86944,0.85437,0.71773,0.78676,0.45631,1.27947,0.73396,0.91695,0.000999023,0.000999023,0.000999023
8,2369.31,1.1065,0.55803,0.86222,0.81512,0.74586,0.7859,0.4519,1.29958,0.74423,0.9131,0.000998671,0.000998671,0.000998671
9,2656.61,1.07879,0.53827,0.85561,0.84716,0.7427,0.79482,0.46689,1.24029,0.69963,0.90402,0.000998264,0.000998264,0.000998264
10,2944.44,1.04807,0.52227,0.85108,0.84073,0.72912,0.78113,0.4581,1.26694,0.73314,0.92208,0.000997803,0.000997803,0.000997803
11,3231.08,1.02856,0.50515,0.8463,0.85555,0.72455,0.78923,0.46762,1.24535,0.71356,0.91145,0.000997288,0.000997288,0.000997288
12,3518.94,1.00633,0.49295,0.84312,0.86171,0.73639,0.7977,0.46706,1.26184,0.71634,0.9195,0.00099672,0.00099672,0.00099672
13,3806.22,0.98392,0.48029,0.83825,0.8356,0.75296,0.78521,0.4651,1.25561,0.717,0.92074,0.000996097,0.000996097,0.000996097
14,4094.02,0.95803,0.46525,0.83295,0.83555,0.75059,0.78341,0.46679,1.25283,0.70783,0.91933,0.00099542,0.00099542,0.00099542
15,4381.66,0.94801,0.45957,0.83185,0.83224,0.76164,0.78809,0.46875,1.26006,0.71567,0.92833,0.00099469,0.00099469,0.00099469
16,4668.62,0.92132,0.44581,0.82755,0.82067,0.76243,0.7822,0.46228,1.25335,0.75344,0.92199,0.000993906,0.000993906,0.000993906
17,4955.1,0.90557,0.43909,0.82536,0.82544,0.7648,0.78238,0.46368,1.24577,0.7501,0.91473,0.000993068,0.000993068,0.000993068
18,5242.42,0.89104,0.43044,0.82348,0.82821,0.76102,0.78275,0.46111,1.25531,0.7569,0.92715,0.000992177,0.000992177,0.000992177
19,5529.31,0.87298,0.42159,0.81989,0.82636,0.77032,0.78774,0.46256,1.24999,0.75514,0.91795,0.000991232,0.000991232,0.000991232
20,5815.95,0.85844,0.41471,0.81716,0.8258,0.76329,0.78311,0.46224,1.24882,0.75469,0.9169,0.000990234,0.000990234,0.000990234
21,6104.57,0.84088,0.40658,0.81491,0.85692,0.75157,0.78211,0.46149,1.24643,0.74428,0.91758,0.000989183,0.000989183,0.000989183
22,6391.85,0.83015,0.40046,0.81192,0.85151,0.74679,0.78378,0.46282,1.24456,0.74339,0.92064,0.000988079,0.000988079,0.000988079
23,6679.83,0.81702,0.394,0.81085,0.86105,0.74345,0.78423,0.46167,1.24958,0.75213,0.92435,0.000986922,0.000986922,0.000986922
24,6967.14,0.80386,0.38909,0.81053,0.85953,0.74349,0.78174,0.46027,1.25636,0.75442,0.93171,0.000985711,0.000985711,0.000985711
25,7254.38,0.78921,0.38198,0.80732,0.86084,0.7421,0.77731,0.46196,1.25118,0.75715,0.92965,0.000984449,0.000984449,0.000984449
26,7541.68,0.77212,0.37554,0.80552,0.8547,0.75296,0.77989,0.46174,1.25241,0.75882,0.92736,0.000983133,0.000983133,0.000983133
27,7829.33,0.766,0.37309,0.80488,0.84039,0.76047,0.77618,0.46009,1.25734,0.76491,0.92882,0.000981765,0.000981765,0.000981765
28,8116.41,0.75645,0.36815,0.80381,0.85961,0.74905,0.77481,0.45797,1.26121,0.77065,0.93029,0.000980345,0.000980345,0.000980345
29,8404.18,0.74837,0.3648,0.8016,0.84308,0.75691,0.77626,0.45948,1.26074,0.77056,0.92648,0.000978873,0.000978873,0.000978873
30,8691.61,0.73904,0.36096,0.80077,0.86749,0.73888,0.7747,0.45839,1.25524,0.76997,0.92213,0.000977349,0.000977349,0.000977349
31,8977.79,0.73186,0.35769,0.80054,0.86952,0.73639,0.77053,0.45614,1.25523,0.77091,0.92077,0.000975773,0.000975773,0.000975773
32,9265.24,0.72246,0.35253,0.79888,0.87317,0.73323,0.76849,0.45511,1.255,0.77414,0.92161,0.000974145,0.000974145,0.000974145
33,9553.08,0.71295,0.34897,0.79823,0.87144,0.73639,0.7679,0.45589,1.25407,0.77617,0.92145,0.000972466,0.000972466,0.000972466
34,9840.93,0.70248,0.34404,0.79657,0.8668,0.73445,0.76716,0.45425,1.25591,0.78144,0.92211,0.000970736,0.000970736,0.000970736
35,10128.9,0.69343,0.34098,0.7949,0.86661,0.73328,0.76242,0.45243,1.25651,0.78061,0.9225,0.000968955,0.000968955,0.000968955
36,10416.2,0.68875,0.33727,0.79532,0.86572,0.73274,0.76563,0.45163,1.25139,0.77344,0.91857,0.000967122,0.000967122,0.000967122
37,10704.1,0.68518,0.33586,0.79371,0.86606,0.73165,0.76039,0.45121,1.25178,0.77679,0.91924,0.000965239,0.000965239,0.000965239
38,10990.9,0.67819,0.33263,0.7936,0.8672,0.73007,0.76057,0.45043,1.25351,0.77183,0.91978,0.000963306,0.000963306,0.000963306
39,11278.3,0.67025,0.32973,0.79282,0.86073,0.73244,0.76046,0.45108,1.25439,0.77473,0.92129,0.000961322,0.000961322,0.000961322
40,11565.5,0.6665,0.32832,0.7922,0.86042,0.73086,0.76005,0.45038,1.2561,0.77135,0.92276,0.000959289,0.000959289,0.000959289
41,11853,0.66051,0.32603,0.79238,0.8261,0.7536,0.75974,0.44834,1.25669,0.77206,0.92333,0.000957205,0.000957205,0.000957205
42,12141,0.65428,0.32342,0.79143,0.85375,0.73402,0.75972,0.44821,1.25722,0.77646,0.92343,0.000955072,0.000955072,0.000955072
43,12429,0.6529,0.32193,0.79003,0.85188,0.73796,0.75849,0.44789,1.26018,0.77806,0.92423,0.000952889,0.000952889,0.000952889
44,12716.5,0.64029,0.31748,0.78857,0.84638,0.73923,0.75293,0.44567,1.26141,0.78182,0.92421,0.000950658,0.000950658,0.000950658
45,13005,0.63753,0.31687,0.78948,0.841,0.74428,0.75188,0.44492,1.26292,0.78308,0.92367,0.000948377,0.000948377,0.000948377
