epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,565.571,1.14203,0.62549,0.86331,0.81298,0.72455,0.77002,0.439,1.29329,0.77797,0.9192,0.000955072,0.000955072,0.000955072
43,578.416,1.1364,0.61082,0.86797,0.80143,0.71586,0.74875,0.42448,1.34723,0.79996,0.92695,0.000952889,0.000952889,0.000952889
44,591.527,1.14047,0.61241,0.8654,0.82148,0.71192,0.76395,0.43338,1.33169,0.80072,0.92281,0.000950658,0.000950658,0.000950658
45,604.439,1.13297,0.60579,0.86585,0.83801,0.71744,0.78437,0.45021,1.30059,0.7466,0.91815,0.000948377,0.000948377,0.000948377
46,617.653,1.14048,0.60751,0.86116,0.79946,0.7206,0.77456,0.44584,1.30686,0.75923,0.91201,0.000946048,0.000946048,0.000946048
47,630.633,1.1318,0.60524,0.86572,0.81158,0.70371,0.75627,0.42838,1.32503,0.75484,0.91353,0.000943671,0.000943671,0.000943671
48,643.56,1.15064,0.62212,0.86869,0.83796,0.70955,0.77956,0.44857,1.30154,0.75887,0.91081,0.000941245,0.000941245,0.000941245
49,656.492,1.12341,0.59796,0.85833,0.81986,0.74507,0.77974,0.45077,1.30347,0.76472,0.90918,0.000938772,0.000938772,0.000938772
50,669.539,1.1416,0.61029,0.86504,0.81258,0.73574,0.77571,0.4504,1.30266,0.76757,0.91028,0.000936251,0.000936251,0.000936251
51,682.593,1.12796,0.60199,0.8654,0.79382,0.7356,0.77802,0.45266,1.29522,0.75508,0.90727,0.000933683,0.000933683,0.000933683
52,695.994,1.13084,0.59887,0.86221,0.82016,0.71744,0.77486,0.44893,1.3172,0.76728,0.90988,0.000931067,0.000931067,0.000931067
53,709.156,1.11031,0.60384,0.86567,0.81758,0.73578,0.78278,0.45772,1.26291,0.7435,0.89971,0.000928405,0.000928405,0.000928405
54,722.495,1.11734,0.59939,0.86304,0.83694,0.71744,0.78061,0.45112,1.28951,0.75263,0.90986,0.000925697,0.000925697,0.000925697
55,735.606,1.10827,0.59246,0.86047,0.82456,0.73165,0.77272,0.4526,1.26977,0.76277,0.90812,0.000922942,0.000922942,0.000922942
56,748.541,1.10643,0.59031,0.85833,0.81457,0.73639,0.77523,0.4503,1.30727,0.74736,0.9092,0.000920142,0.000920142,0.000920142
57,761.614,1.11496,0.59198,0.85999,0.81828,0.71271,0.76128,0.43816,1.3033,0.7718,0.89912,0.000917296,0.000917296,0.000917296
58,774.907,1.09345,0.58025,0.86117,0.82522,0.72534,0.77331,0.44706,1.28434,0.7652,0.90077,0.000914405,0.000914405,0.000914405
59,788.068,1.09539,0.58825,0.85559,0.80012,0.73875,0.77867,0.45142,1.27744,0.76586,0.90865,0.000911469,0.000911469,0.000911469
60,801.006,1.10515,0.58136,0.85621,0.81464,0.74349,0.78337,0.45449,1.29805,0.78781,0.90983,0.000908488,0.000908488,0.000908488
61,814.025,1.09591,0.57524,0.8547,0.84198,0.70955,0.78094,0.45103,1.29607,0.75011,0.91308,0.000905463,0.000905463,0.000905463
62,827.128,1.0762,0.57215,0.85539,0.81383,0.74869,0.78997,0.45956,1.30342,0.736,0.90401,0.000902395,0.000902395,0.000902395
63,840.49,1.08427,0.57488,0.85399,0.83027,0.73717,0.78712,0.45191,1.29871,0.75696,0.90822,0.000899282,0.000899282,0.000899282
64,853.723,1.08775,0.57402,0.85488,0.82736,0.7427,0.78615,0.46596,1.26644,0.73848,0.90288,0.000896127,0.000896127,0.000896127
65,867.058,1.08376,0.57376,0.8546,0.8283,0.74586,0.77715,0.45588,1.26923,0.73383,0.90404,0.000892928,0.000892928,0.000892928
66,880.047,1.06382,0.55333,0.84843,0.85134,0.74125,0.79447,0.46108,1.28495,0.73458,0.9079,0.000889687,0.000889687,0.000889687
67,893.04,1.06218,0.56292,0.84987,0.83118,0.72668,0.77024,0.44791,1.30639,0.7373,0.91835,0.000886404,0.000886404,0.000886404
68,906.167,1.07005,0.568,0.85266,0.8192,0.73402,0.78613,0.45585,1.27697,0.74988,0.90354,0.000883079,0.000883079,0.000883079
69,919.172,1.06101,0.56811,0.85254,0.8392,0.70245,0.76813,0.44935,1.29467,0.77451,0.908,0.000879713,0.000879713,0.000879713
70,932.284,1.04506,0.55956,0.84741,0.80569,0.76401,0.78273,0.45646,1.29846,0.74711,0.91095,0.000876305,0.000876305,0.000876305
71,945.373,1.04829,0.55097,0.84567,0.82462,0.73109,0.77296,0.44752,1.30902,0.7576,0.91584,0.000872857,0.000872857,0.000872857
72,958.49,1.06088,0.55354,0.85383,0.81814,0.7498,0.77641,0.44999,1.2829,0.75437,0.90685,0.000869368,0.000869368,0.000869368
73,971.548,1.06119,0.55927,0.84839,0.8178,0.7427,0.77967,0.44844,1.29449,0.74763,0.91419,0.000865839,0.000865839,0.000865839
74,984.483,1.05428,0.56215,0.85631,0.857,0.72139,0.78789,0.46227,1.26943,0.74043,0.90415,0.000862271,0.000862271,0.000862271
75,997.551,1.05038,0.54916,0.84133,0.85428,0.7277,0.78381,0.46158,1.25221,0.73247,0.90084,0.000858664,0.000858664,0.000858664
76,1010.8,1.04539,0.55273,0.84305,0.83498,0.73717,0.77222,0.45236,1.27377,0.74061,0.9077,0.000855018,0.000855018,0.000855018
77,1023.99,1.0288,0.54787,0.84277,0.82617,0.73898,0.78324,0.45292,1.28219,0.74842,0.90849,0.000851333,0.000851333,0.000851333
78,1037.02,1.04632,0.55175,0.84441,0.83643,0.74901,0.79483,0.46197,1.29022,0.75394,0.91633,0.000847611,0.000847611,0.000847611
79,1050,1.04213,0.54157,0.8475,0.81584,0.76921,0.80108,0.46547,1.25989,0.71648,0.90554,0.000843851,0.000843851,0.000843851
80,1063.02,1.04877,0.55755,0.85093,0.8087,0.74033,0.77494,0.45102,1.26851,0.753,0.90967,0.000840054,0.000840054,0.000840054
81,1076.14,1.01077,0.52803,0.84135,0.84196,0.73586,0.7905,0.46316,1.24478,0.71529,0.90262,0.00083622,0.00083622,0.00083622
82,1089.12,1.01924,0.53096,0.84635,0.84907,0.72297,0.78587,0.46265,1.26374,0.73722,0.9076,0.000832349,0.000832349,0.000832349
83,1102.35,1.01916,0.528,0.84313,0.80722,0.74688,0.77577,0.45008,1.28639,0.73961,0.91279,0.000828443,0.000828443,0.000828443
84,1115.38,1.01635,0.52997,0.83943,0.85481,0.72956,0.78529,0.45902,1.28679,0.75153,0.91165,0.000824502,0.000824502,0.000824502
85,1128.41,1.01351,0.53407,0.83766,0.83196,0.74246,0.7867,0.46106,1.2756,0.7553,0.90471,0.000820525,0.000820525,0.000820525
86,1141.36,1.00214,0.52364,0.83755,0.83302,0.74349,0.78607,0.46024,1.27937,0.75886,0.90707,0.000816514,0.000816514,0.000816514
87,1154.49,1.00704,0.52071,0.83808,0.84387,0.74654,0.79593,0.46231,1.26518,0.73794,0.903,0.000812468,0.000812468,0.000812468
88,1168.02,1.00322,0.52393,0.84296,0.82262,0.75402,0.78736,0.46448,1.26412,0.72814,0.89665,0.000808389,0.000808389,0.000808389
89,1181.16,1.00028,0.52084,0.83951,0.82931,0.73323,0.77729,0.4514,1.29385,0.75544,0.9119,0.000804277,0.000804277,0.000804277
90,1194.26,1.00173,0.52571,0.83897,0.83558,0.73404,0.77725,0.45743,1.27912,0.76381,0.91896,0.000800131,0.000800131,0.000800131
91,1207.37,0.99628,0.51595,0.83269,0.85111,0.73092,0.78115,0.45783,1.25853,0.7462,0.90037,0.000795954,0.000795954,0.000795954
92,1220.37,0.99511,0.52023,0.83397,0.86104,0.73356,0.78401,0.46433,1.25369,0.74092,0.90177,0.000791744,0.000791744,0.000791744
93,1233.13,0.99817,0.52332,0.84097,0.82001,0.74507,0.78807,0.46373,1.26289,0.73852,0.90807,0.000787503,0.000787503,0.000787503
94,1246.26,0.99162,0.51336,0.83879,0.83356,0.72335,0.78522,0.46397,1.25326,0.73204,0.90323,0.000783231,0.000783231,0.000783231
